id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
184225,205229,Dragon Warrior,"Once upon a time, the Balls of Light illuminated the kingdom of Alefgard, keeping its winters short and sustaining its peace. However, a man who could tame dragons and hence known as a Dragonlord, became corrupted by his magical studies. He attacked the Tantegel Castle and stole the Balls of Light, causing monsters to roam the land. A valiant hero named Erdrick, who had obtained the Balls of Light for the kingdom in the first place, attempted to defeat the Dragonlord and disappeared without trace. Many years later, during the reign of King Lorik XVI, the Dragonlord abducted Princess Gwaelin, carrying her to Castle Charlock. One day, a knight appears in front of the king, claiming to the be the descendant of Erdrick. He is entrusted with the mission to vanquish the Dragonlord, as the prophet Mahetta has predicted.",1986-05-27 00:00:00.000,NULL,NULL,NULL,NULL,72.0205,6
104780,13613,Druid,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41488,40977,Dunk Shot,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120897,41809,Dunkshot,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106621,13614,Dustin,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81651,13617,Dynamite Dan II,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173887,47529,Eggerland 2,NULL,1986-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19445,13632,ElektraGlide,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187996,217589,Em Busca dos Tesouros,NULL,1986-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165255,26543,Empire City: 1931,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106055,13640,Empire!,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157509,37159,Enduro Racer,NULL,1986-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111503,13644,Equinox,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56451,36919,Erebus,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188380,91464,Erika,NULL,1986-01-01 00:00:00.000,NULL,2,NULL,NULL,NULL,NULL
131468,213131,Ernie's Big Splash,NULL,1986-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15215,100112,European Games,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17089,47512,Exoide-Z Area 5,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10941,13653,Explorer,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144534,13654,Express Raider,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109906,26444,Fairlight II: Trail of Darkness,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49425,40962,Fairlight: A Prelude,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66696,14063,Falklands 82,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35539,218368,Famista '91,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48291,6684,Fantasy Zone,NULL,1986-03-20 00:00:00.000,2,NULL,NULL,NULL,78.9461,14
156870,202915,Fantasy Zone,NULL,1986-06-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186341,202914,Fantasy Zone,NULL,1986-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94453,37075,Fat Worm Blows a Sparky,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74326,39551,Fire Trap,NULL,1986-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40733,13846,Firelord,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86613,14070,Firestorm,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87667,40943,FireTrap,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67861,28473,Fist 2: The Legend Continues,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137846,40954,Fist II: The Legend Continues,NULL,1986-07-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82549,122647,Flight Deck II,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9262,225245,Frank the Flea,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90164,202852,Freedom Fighter,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123552,26287,Friday the 13th: The Computer Game,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64918,73806,From the Legend of Balubalouk: Aigiina no Yogen,NULL,1986-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150240,12108,Frost Byte,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10702,13852,Fungus,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10197,46113,Fushigi no Oshiro Pit Pot,NULL,1986-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100742,28471,Future Games,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23159,13853,Future Knight,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65045,41285,Gal Force: Eternal Story,NULL,1986-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103366,55187,Galax-i-Birds,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97801,41746,Gall Force: Defence of Chaos,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172505,194362,Gall Force: Eternal Story,NULL,1986-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9329,15228,Gambler Jiko Chuushinha,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163514,41718,Ganbare Goemon!: Karakuri Douchuu,NULL,1986-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184693,48487,Ganso Saiyuuki: Super Monkey Daibouken,"A long time ago in China, a highly virtuous monk set out on a journey to Tenjiku to retrieve a sutra. Son Gokuu was told that he would be released from the stone prison if he accompanied the monk to Tenjiku. Son Gokuu was freed from his stone prison for the first time in 500 years and set out for Tenjiku with the monks.",1986-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126483,3503,Gauntlet II,NULL,1986-01-01 00:00:00.000,2,NULL,NULL,NULL,69.6244,19
94162,12114,GBA Championship Basketball: Two-on-Two,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186229,48317,GeGeGe no Kitaro: Youkai Daimakyou,NULL,1986-05-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60056,36583,Gemstone Healer,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113392,39967,Genpei Touma Den,"The player controls Taira no Kagekiyo, a samurai that died in the Genpei War and revived to avenge the destruction of his clan, travelling the provinces of Japan while searching for the Imperial Regalia of Japan to face his arch-enemy Minamoto no Yoritomo, and also faces other enemies like Minamoto no Yoshitsune and Musashibō Benkei.",1986-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65594,47241,GEOS,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100860,26462,Get Dexter,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83461,38651,Get Star,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
659,26396,Gettysburg: The Turning Point,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104312,45649,Ghost House,NULL,1986-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163155,39048,Ghosts 'n Goblins,NULL,1986-11-01 00:00:00.000,NULL,NULL,62.0000,0,62.2441,7
59624,41301,Ginga Denshou: Galaxy Oddyssey,NULL,1986-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6752,28566,Gladiator,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44134,13002,Glider Rider,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115321,13858,Gods & Heroes,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114115,46148,Gokuaku Doumei Dump Matsumoto,NULL,1986-08-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50213,12600,Golden Path,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141705,213191,Gradius,NULL,1986-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101203,15229,Grand Prix 500 cc,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68855,46142,Great Ice Hockey,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136252,213176,Grover's Animal Adventures,NULL,1986-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130874,41749,Guardic,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107739,28716,Guderian,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123317,6109,Gulkave,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183508,18834,Gumshoe,"Mr. Stevenson is an ex-FBI agent turned detective. He receives a ransom note from a mafia boss, King Dom, who has kidnapped Stevenson's daughter, Jennifer. Stevenson must collect five ""Black Panther Diamonds"" within 24 hours in order to see his daughter again.",1986-06-06 00:00:00.000,NULL,NULL,NULL,NULL,69.3593,5
96358,39775,Gun Law,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132226,12128,Gunship,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,69.9702,7
113708,36695,Gunslinger,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115815,39682,Gyrodine,NULL,1986-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121945,12133,Hacker II: The Doomsday Papers,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145276,40352,Halley's Comet,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178989,209447,Halloween Night,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125371,15215,Halls of Kairos,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79766,64018,Hang-On Jr.,NULL,1986-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26944,26458,Hanse,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27254,14106,Harvey Headbanger,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51219,23046,Heartland,NULL,1986-12-31 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
124423,14109,Heavy on the Magick,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98260,36541,Hercules,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
126848,98169,Heroic Episode,NULL,1986-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51333,46868,Hexa,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60708,36586,High Roller,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105541,28851,Highlander,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95912,13005,Hijack,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88734,14113,Hive,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84697,74158,Hokuto no Ken,NULL,1986-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174819,46115,Hokuto no Ken,"In the year 199X, the world was covered by nuclear flames... The road to challenge Ken-oh, the Conqueror of Century's End, will be a long one. Standing before Kenshiro's path are Heart, the homicidal maniac; Shin, the man of Nanto Sei Ken; Jagi, Kenshiro's evil stepbrother; and Souther, the strongest warrior within Nanto Sei Ken. To defeat the Ken-oh, Raoh, Kenshiro attain the secret principles of Hokuto Shin Ken.",1986-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174865,74157,Hokuto no Ken,NULL,1986-07-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122408,64195,Hokuto no Ken: Violence Gekiga Adventure,NULL,1986-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91229,13878,Hollywood or Bust,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91558,13879,Hoodoo Voodoo,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49428,40056,Hopping Mappy,NULL,1986-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183165,48466,Hottaman no Chisoko Tanken,NULL,1986-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82191,5675,Hover Force,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149439,28853,Howard the Duck: Adventure on Volcano Island,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70433,26390,Hunchback: The Adventure,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94715,36653,Hypaball,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7033,74862,Hyperforce,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82634,41246,I Am a Teacher: Super Mario Sweater,NULL,1986-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65704,41374,I Am A Teacher: Teami no Kiso,NULL,1986-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41410,30212,I.C.U.P.S.,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35836,15574,Ian Botham's Test Match,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100501,36539,Icon Jon,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150454,172035,iD,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11781,12153,Ikari Warriors,NULL,1986-03-01 00:00:00.000,4,NULL,52.0000,1,71.7239,23
119868,48055,Ikari Warriors II: Victory Road,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103133,26455,Infiltrator,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127504,28857,Infodroid,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50141,12616,Into the Eagle's Nest,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62645,26452,Intrigue!,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120278,28570,Iridis Alpha,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126750,39373,Iron Horse,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158572,28482,Jack the Nipper,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160186,17477,Jackal,NULL,1986-10-15 00:00:00.000,5,NULL,NULL,NULL,79.5271,24
17441,41671,Jackie Chan in The Police Story,NULL,1986-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97055,28826,Jail Break,NULL,1986-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156474,48457,JaJaMaru no Daibouken,NULL,1986-08-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145770,1633,James Bond 007: Goldfinger,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133166,28450,James Clavell's Shogun,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114402,47177,Jeep Command,NULL,1986-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129885,60270,Jet Strike Mission,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65011,15234,Jewels of Darkness,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126927,12161,Joe Blade,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
81385,142517,Johnny Reb II,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111677,28697,Journey to the Centre of Eddie Smith's Head,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1601,36686,Judge Dredd,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90329,48443,Kanshakudama Nage Kantarou no Toukaidou Gojuusan-tsugi,NULL,1986-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99467,14253,Karate,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46522,36839,Kayleth,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86643,58881,Keisan Game: Sansuu 1 Nen,NULL,1986-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43789,58883,Keisan Game: Sansuu 2 Nen,NULL,1986-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69474,58880,Keisan Game: Sansuu 3 Nen,NULL,1986-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10508,58871,Keisan Game: Sansuu 4 Nen,NULL,1986-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109933,58870,Keisan Game: Sansuu 5+6 Nen,NULL,1986-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177639,3663,Kid Icarus,"The game is set in Angel Land, which is a fantasy world with a Greek mythology theme. The backstory of Kid Icarus is described in the instruction booklet: before the events of the game, Earth was ruled by Palutena: Goddess of Light and Medusa: Goddess of Darkness. Palutena bestowed the people with light to make them happy. Medusa hated the humans, dried up their crop, and turned them to stone. Enraged by this, Palutena transformed Medusa into a monster and banished her to the Underworld. Out of revenge, Medusa conspired with the monsters of the Underworld to take over Palutena's residence the Palace in the Sky. She launched a surprise attack, and stole the three sacred treasures — the Mirror Shield, the Light Arrows and the Wings of Pegasus — which deprived Palutena's army of its power. After her soldiers had been turned to stone by Medusa, Palutena was defeated in battle and imprisoned deep inside the Palace in the Sky.

With her last power, she sent a bow and arrow to the young angel Pit. He escapes from his prison in the Underworld and sets out to save Palutena and Angel Land. Throughout the course of the story, Pit retrieves the three sacred treasures from the fortress gatekeepers at their respective fortresses in the Underworld, the Overworld, and the Skyworld. Afterward, he equips himself with the treasures and storms the sky temple where he defeats Medusa and rescues Palutena. The game has five different endings; depending on the player's performance, Palutena may present Pit with headgear or transform him into a full-grown angel.",1986-12-19 00:00:00.000,12,NULL,NULL,NULL,71.4320,47
126603,39465,Kid Niki: Radical Ninja,NULL,1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158986,1535,KiKi KaiKai,NULL,1986-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65540,60247,Killapede,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123115,12358,Killed Until Dead,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114498,41689,King Kong 2: Yomigaeru Densetsu,NULL,1986-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191770,41723,King's Knight,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67067,893,King's Quest III: To Heir Is Human,NULL,1986-10-01 00:00:00.000,4,NULL,NULL,NULL,73.1698,24
103223,36917,Kirel,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9280,47505,Kitahei,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4306,41791,Kitty's Great Adventure,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74504,26437,Knight Games,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104600,26290,Knight Rider,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61105,12360,Knight Tyme,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107749,13670,Knightmare,NULL,1986-01-01 00:00:00.000,2,1,NULL,NULL,69.6119,9
28013,36658,Knuckle Busters,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13093,40230,Koi No Hotrock,NULL,1986-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54014,41271,Koneko Monogatari: The Adventures of Chatran,NULL,1986-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69405,180455,Konyok-Gorbunok,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162508,214619,Kung-Fu Heroes,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111852,36685,Kwah!,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66230,39989,Kyros,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136167,7517,Labyrinth: The Computer Game,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.7104,5
65593,53925,L'Affaire...,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34525,30210,Lap of the Gods,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92145,2889,Larn,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97832,91384,Las Vegas,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108171,40083,Last Mission,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113417,41683,Laydock,NULL,1986-02-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104461,19112,Layla,NULL,1986-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44535,38920,Lazer Wheel,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178683,15246,Leaderboard,NULL,1986-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
36328,12174,Leather Goddesses of Phobos,NULL,1986-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
172144,197955,Legend,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122126,13800,Legend of the Amazon Women,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118077,39705,Legendary Wings,"20,000 years in the future, mankind has built a giant supercomputer named DARK to rule the planet. For hundreds of years, DARK has governed with wisdom and justice.

But now the unthinkable has happened: DARK is malfunctioning, and humanity is writhing in the grasp of a ruthless tyrant. DARK has built a fleet of robot warships to patrol the skies, and has created an army of mutant monsters to guard the underground bases from which he now terrorizes mankind. Lulled by hundreds of years of peace, the people of earth are defensless against the minions of DARK. But two brave young men, following an ancient legend of Greek mythology, have devised mechanical wings to bear them aloft in search of DARK's hidden fortress.

Armed with the last remaining guns and missiles from a crumbling arsenal, you must fly them across the continents and oceans to seek out and destroy the cruel colossus!

Robot warships and floating mines are a constant menace. And you must beware of the Giant Head, a grotesque stone face guarding the entrance to each of DARK's underground bases. If you approach too near to its gaping mouth, you will be sucked into the depths, where bizarre mutant monsters prowl the corridors.

If you fail, mankind is lost. Take wing, Legendary Soldiers!",1986-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56393,37085,Legions of Death,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124087,2883,Leygref's Castle,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64910,159066,Liberator,"You are mankinds only hope as huge Motherships and their fighters from the Anconian Fleet are poised to attack and you must destroy them all. In this top view horizontal scrolling shooter you must fly your spacecraft over the surface of each Mothership, blasting the enemy fighters before attempting to destroy their reactor. As you fly you must avoid or blast the fighters, gun placements, and avoid any obstacles and if you touch any or are shot then you lose one of five lives. At the end of your run over the Mothership is the reactor and you must destroy the force fields before destroying a huge ship protecting the reactor. once destroyed you move on to the next Mothership.",1986-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123756,83300,Liberator / Space Fiends,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56476,28823,Lightforce,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3993,70945,Little Princess,"From the intro:

""It was a bright and sunny Sunday morning. I was on a date with my girlfriend, Miki. But disaster suddenly struck out of nowhere. The skies turned a foul shade of black. And out of nowhere, clad in the darkest of shadow, Dracula appeared to steal Miki away from me. I desperately pursued that wicked Dracula. And before I knew it, I was in a different world. Miki, I'll definitely save you. Please wait for me.""

The game's story features the same Kentarou and Miki from the Rance titles, however Dracula would later be retconned and be replaced with Demon King Gi.",1986-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102012,132718,Little Vampire,"After Miki's kidnapping by the vampire king, Dracula, Kentarou has managed to rescue her. But Dracula died too easy, leaving Kentarou with peculiar dying words: ""And now... I die in peace..."" 
 
The two take refuge in a nearby town, determined to find a way back to their home world. Starved for food and money, they will have to find a way to survive and ultimately escape. Monsters patrol the area, whispering about a ""Little Princess,"" and a ruined church tower looms in the distance, said to corrupt all comers. And Dracula's curse lingers...",1986-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9857,37079,Livingstone Supongo,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37515,41067,Lock-On,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46476,40081,Lode Runner - Teikoku Karano Dasshutsu,NULL,1986-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44808,10798,Lord of the Rings: Game One,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123093,26391,Lords of Conquest,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73321,13012,Los Angeles SWAT,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57338,72097,Lucifer's Kingdom,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92824,28715,Lunar Explorer,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
